"Customer ID","Gender","Age","Country","Membership Reward Status","Neighborhood Type","Income Bracket","Sign-Up Bonus","Membership in Months","ID of Favorite Product","Total Spend","Promotion Purchase Count","Promotion Purchase Indicator"
4349121,"F",35,"NO","None","B","10",1,NA,"f9d1a7c71c",0.01,1,1
4350251,"F",54,"FI","Gold","E","3",1,2,"ba64b13ecb",6000,0,0
4350839,"F",68,"DK","Bronze","D","16",1,8,"c7f237b976",3000,1,1
4350952,"M",76,"SE","None","B","3",1,NA,"72d8664a23",0.01,0,0
4351517,"M",50,"FI","None","D","16",1,5,"e219f9d565",0.01,0,0
4352831,"F",53,"SE","Gold","B","6",1,NA,"20ff3e82c4",7410,0,0
4354788,"M",45,"DK","None","F","10",1,NA,"fd7a8eadbb",0.01,0,0
4354982,"F",72,"SE","Gold","B","9",1,8,"53f8001a0d",10937.59,0,0
4356578,"M",58,"SE","Gold","A","5",1,NA,"64e96331a8",6035.46,0,0
4362977,"F",70,"DK","Bronze","D","4",1,NA,"7a384bdc8d",3000,0,0
4364481,"M",45,"DE","Bronze","A","8",1,1,"0cc94e28aa",100,0,0
4368606,"M",53,"SE","None","B","6",1,5,"45ddeb3e73",0.01,0,0
4370287,"F",52,"SE","Bronze","F","9",1,NA,"1c23c152da",100,0,0
4371151,"M",65,"SE","Bronze","E","13",1,11,"3f287dbd92",50,0,0
4371585,"F",61,"SE","Gold","A","6",1,NA,"aa2f703d65",6053.35,1,1
4377672,"F",64,"DK","Bronze","F",".",1,NA,"0d65814ec7",2000,1,1
4380533,"M",50,"NO","None","C","6",1,NA,"3424b704cf",0.01,0,0
4380614,"M",67,"SE","Gold","D","8",1,NA,"ff3fd02441",5726.89,0,0
4381564,"M",44,"DK","Bronze","D","9",1,NA,"93f0478729",1000,0,0
4387392,"F",47,"DK","None","B",".",1,NA,"f23fbd8bf5",0.01,0,0
4388690,"F",-1,"SE","Gold","B","5",1,6,"491610f022",6107.64,1,1
4389018,"M",50,"FI","Silver","E","5",1,3,"78f799aab6",20435.71,0,0
4395336,"M",48,"SE","Gold","C","8",1,NA,"f8f80f2e05",8000,0,0
4395808,"F",53,"FI","Bronze","A",".",1,8,"f88aa62829",3000,2,1
4396251,"M",-1,NA,"Gold","B","7",1,NA,"fb7603c61a",6000,0,0
4397185,"F",51,"DK","Gold","C","12",1,8,"b525da62f0",8800,1,1
4399846,"F",30,"FI","Bronze","F","4",1,NA,"57635da99c",700,1,1
4400194,"M",50,"DK","None","E",".",1,NA,"8891d3fa06",0.01,0,0
4400526,"F",68,"FI","Gold","C","7",1,NA,"2c96a1ea25",6315,0,0
4401425,"F",29,"SE","None","C","9",1,NA,"54677d8c58",0.01,1,1
4402227,"F",64,"FI","Bronze","B","16",1,13,"490450a9c4",1000,1,1
4402413,"M",-1,"DK","Gold","B","5",1,12,"a64d39a5ef",10954.36,0,0
4403568,"F",55,"SE","Gold","D","12",1,11,"60c8c14b88",6000,0,0
4406621,"M",48,"SE","Bronze","D","10",1,NA,"785c36bbb6",300.01,0,0
4407873,"F",63,"FI","None","B","4",1,NA,"ee9eac1e3b",0.01,0,0
4412214,"M",63,"SE","Bronze","A",".",1,12,"a7b36a20ab",2872,0,0
4412508,"F",-1,"FI","Gold","C","8",1,NA,"3c4c507117",6000,0,0
4412966,"M",61,"SE","Bronze","A","9",1,12,"c329c88e58",3600,0,0
4419421,"M",54,"SE","Bronze","C","7",1,NA,"d5f0b1ecc8",1200,0,0
4421825,"F",65,"FI","Bronze","B","8",1,32,"a386ad85cd",5000,0,0
4423364,"M",57,"SE","Bronze","D","7",1,NA,"976ee05d69",600,0,0
4423976,"M",66,"NO","None","C","5",1,5,"ef820e9581",0.01,0,0
4425014,"F",61,"DK","Gold",NA,".",1,NA,"bfd39c74e6",16052.66,0,0
4425812,"M",60,"SE","Bronze","C","8",1,NA,"e2e3e3b5b0",81.49,0,0
4427033,"M",72,"FI","Bronze","D","6",1,NA,"a252b14e39",3000,0,0
4433912,"F",63,"SE","None","F","6",1,5,"2aa724d3aa",0.01,0,0
4435699,"M",71,"DK","Bronze","B","7",1,NA,"1f0d2d8753",3000,0,0
4441699,"M",59,"SE","Bronze","F","10",1,NA,"89d90c4191",4000,0,0
4443039,"M",72,"SE","Gold","E","4",1,2,"0597a3f33b",6000,0,0
4443861,"M",61,"NO","Bronze","D","6",1,NA,"8162faadf0",3200,0,0
4445384,"M",31,"SE","Bronze","E","10",1,2,"2fede251b5",2020.76,1,1
4445473,"M",54,"FI","Gold","D","8",1,NA,"c203b139ad",10000,0,0
4448944,"F",50,"SE","Bronze","C","10",1,NA,"7dac5ddfea",1100,0,0
4449274,"F",68,"DE","Gold","E","5",1,3,"19a0ba6aa1",9000,0,0
4451651,"F",-1,"DK","Gold","B",".",1,NA,"dc0ed803fc",6545.3,0,0
4451880,"F",79,"DK","Gold","C","10",1,4,"241691b869",6053.34,1,1
4453077,"F",66,"DK","Gold","F","7",1,5,"c05e26dd39",6000,0,0
4456904,"M",56,"DK","None","F","7",1,NA,"ad0389c590",0.01,0,0
4457315,"M",39,"DK","Gold","F","6",1,3,"0e444518c4",19411.32,1,1
4457560,"F",51,"NO","Gold","F","5",1,4,"8353023adf",7000,1,1
4460626,"M",70,"DK","Gold","D","7",1,8,"b52c56c9f9",18500,0,0
4461622,"F",68,"FI","Gold","B","8",1,2,"d2352311c4",6000,0,0
4463161,"F",60,"DK","Gold","F","15",1,1,"90e10a9aab",6000,1,1
4464508,"F",39,"SE","Bronze","E","16",1,NA,"20830384db",5000,0,0
4464885,"F",79,"SE","Bronze","B","6",1,NA,"230bba1265",2000,0,0
4465075,"F",68,"FI","Bronze","E","12",1,7,"dcfba70d1c",100.01,0,0
4465695,"M",67,"FI","Gold","D","3",1,4,"ce26bc84ed",20000,0,0
4465865,"M",70,"DK","Bronze","C","3",1,NA,"b4eeebabd0",1000,0,0
4466411,"F",62,"DK","Bronze","B","9",1,NA,"052e63142e",2044.49,1,1
4469127,"M",42,"SE","None","C","9",1,8,"d607c0397e",0.01,1,1
4469569,"M",59,"DK","None","F","6",1,NA,"9e13926505",0.01,0,0
4469844,"F",31,"SE","Gold","A","9",1,NA,"eda30ee64d",10500,1,1
4480511,"F",57,"DK","None","B","8",1,10,"04451e765c",0.01,0,0
4485416,"F",53,"SE","Bronze","D","5",1,NA,"bd227341d9",2133.12,0,0
4485947,"M",63,"FI","Gold","F","8",1,9,"cdf78df4ce",13720,0,0
4491874,"F",65,"FI","Gold","A","10",1,6,"4383e5c04f",6000,0,0
4494962,"F",62,"SE","Gold","D",".",1,3,"e7bda28edf",9161.91,0,0
4497538,"M",75,"SE","None","C","8",1,17,"a22a39f7fa",0.01,0,0
4503384,"M",58,"SE","Gold","D","7",1,2,"e86da6b506",6100,1,1
4508610,"F",58,"NO","Bronze","C","10",1,1,"1a485be5cb",100,1,1
4511387,"F",30,"DK","None","D","14",1,NA,"4570830332",0.01,0,0
4516478,"M",79,"DK","Gold","C","12",1,NA,"2147bb85b1",6000,0,0
4517490,"F",-1,"DK","Gold","C","9",1,3,"60fa15f2c0",15000,0,0
4518373,"F",52,"SE","Gold","B","10",1,2,"e3cef99c2b",10000,0,0
4518772,"M",-1,"SE","Gold","E","12",1,NA,"5bed3f912b",9000,0,0
4518926,"F",69,"SE","Gold","F","6",1,NA,"2d171f82fa",9000,0,0
4522516,"F",49,"SE","None","C","11",1,NA,"184b74d0bc",0.01,0,0
4522915,"F",42,"DK","None","D","7",1,5,"74ad758a0f",0.01,1,1
4528972,"F",-1,"FI","None","F","5",1,NA,"7fab34b7fa",0.01,0,0
4529995,"F",-1,"SE","Bronze","D","3",1,NA,"ea77eae2c4",1200,1,1
4531124,"M",40,"SE","Bronze","D","9",1,NA,"3a6d70b65f",3000,0,0
4533801,"F",36,"DK","Bronze","E","15",1,4,"bb312abac6",480,2,1
4535820,"M",66,"SE","Bronze","F","7",1,8,"fbc41db1a8",1600,0,0
4536932,"M",32,"DK","None","F","9",1,5,"7f765d7ac8",0.01,0,0
4538722,"F",61,"DK","Bronze","D","10",1,NA,"112bc43b10",1000,1,1
4539591,"F",58,"SE","Bronze","B","9",1,NA,"1ee0b0e0c2",3000,0,0
4541359,"M",66,"FI","None","D","9",1,5,"63d80154b5",0.01,0,0
4542460,"F",42,"FI","Gold","B","9",1,7,"05b70b2237",6105.32,0,0
4542967,"M",47,"FI","Bronze","D","7",1,8,"db4aebc898",920,0,0
4544676,"F",40,"FI","Gold","D","7",1,NA,"ddcfa3bfbb",6105.32,0,0
4550560,"F",36,"SE","None","C","15",1,8,"600a427bdd",0.01,1,1
4558251,"M",46,"SE","None","E","9",1,4,"189f3cb899",0.01,0,0
4558448,"F",76,"FI","Silver","C","15",1,4,"dbdee65cca",239542.13,1,1
4596463,"F",58,"SE","None","B","7",1,8,"2212e0f16b",0.01,0,0
4597990,"F",47,"FI","None","F","8",1,4,"9cc2031e5c",0.01,0,0
4599012,"M",68,"FI","Bronze","E","13",1,9,"a88d86555c",500,1,1
4600592,"M",31,"SE","None","D","9",1,7,"8ae6fbea32",0.01,0,0
4600894,"M",37,"DK","Bronze","F","7",1,9,"1e88a966bc",0.02,0,0
4602285,"F",46,"DK","None","E","10",1,NA,"50668f0490",0.01,0,0
4602528,"F",37,"DK","None","E","16",1,5,"19b47ab338",0.01,3,1
4602749,"M",62,"SE","Silver","B","8",1,13,"4d2b909cb7",20173.35,0,0
4604415,"F",47,"DK","Bronze","D","8",1,NA,"0a5aa167ac",120,0,0
4604938,"M",36,"DK","None","D","7",1,4,"f8e5f94566",0.01,0,0
4605861,"M",-1,"DK","Bronze","A","5",1,11,"fb9b0252d6",240,0,0
4610253,"M",53,"DK","Bronze",NA,"6",1,NA,"803bae4610",500,0,0
4612981,"M",65,"DK","Gold","D","8",1,NA,"9391c9f56b",9000,0,0
4617924,"M",40,"FI","None","E","10",1,NA,"86aa78879c",0.01,2,1
4618114,"F",-1,"FI","None","D","10",1,11,"fd71a4140e",0.01,0,0
4652800,"F",34,"DK","Bronze","A","9",1,8,"06dd7109c3",0.02,1,1
4658671,"M",66,"NO","Gold","A","6",1,NA,"e321175956",11400,0,0
4670604,"F",68,"SE","Gold","D","7",1,NA,"aea4299cfd",6053.34,0,0
4671791,"F",64,"FI","Gold","D","4",1,1,"65171f4e23",10000,0,0
4673921,"F",42,"DK","None","E","8",1,NA,"f9b8957975",0.01,1,1
4674928,"F",69,"SE","Gold","E","15",1,11,"9614164cec",12000,1,1
4679466,"F",41,"DK","None","D","15",1,7,"d27f6772d5",0.01,0,0
4701658,"F",67,"FI","Gold","B","6",1,NA,"a9d0ed5194",12900,0,0
4703049,"F",27,"NO","Bronze","B","8",1,NA,"38d9608f60",2500,1,1
4703154,"F",70,"SE","Gold","A","11",1,NA,"a2f147a52a",10000,0,0
4704479,"F",47,"SE","Bronze","B",".",1,NA,"308df7d75a",5000,0,0
4704622,"M",66,"SE","Gold","A","6",1,NA,"e549ca7555",6000,0,0
4704886,"F",56,"FI","None","D","13",1,8,"e1c6286036",0.01,0,0
4705572,"F",62,"SE","None","F","4",1,NA,"fb78c119d3",0.01,1,1
4711572,"M",58,"FI","Bronze","B","7",1,NA,"3cb63d14dc",400,0,0
4712498,"M",75,"SE","Gold","E","6",1,11,"3742cd671c",10000,0,0
4712951,"M",73,"SE","Bronze","B","10",1,2,"a6e4cc267f",3000,0,0
4713176,"M",64,"DK","Bronze","F","10",1,NA,"4f69123d5a",480,0,0
4713354,"F",63,"SE","Gold","C",".",1,3,"03b158dfb7",13496.08,0,0
4713443,"M",66,"DK","Gold","A","2",1,31,"f663b54f6b",12000,0,0
4714512,"M",50,"FI","Bronze","B","6",1,3,"6e1c84fa1d",5000,0,0
4715519,"M",-1,"DK","Gold","E","13",1,NA,"fb44e6b5cb",6000,0,0
4716396,"M",31,"SE","Bronze","E",".",1,NA,"5156b0c39f",50,0,0
4716639,"F",35,"FI","Gold","D","5",1,NA,"59e4df3b66",6000,0,0
4718062,"M",32,"SE","Bronze","C","6",1,NA,"bf0ab1cc68",35,1,1
4718232,"F",34,"DK","None","D","6",1,7,"896408485c",0.01,0,0
4718690,"M",48,"DK","Bronze","C","2",1,NA,"e92dad4717",1300,0,0
4719069,"F",40,"DK","None","F","8",1,NA,"5aa580a7b9",0.01,0,0
4720539,"M",60,"SE","None","B","6",1,NA,"5aba9278f3",0.01,0,0
4721101,"M",60,"SE","Bronze","B","11",1,NA,"ba11dad206",3000,0,0
4723007,"M",64,"SE","Gold","E","4",1,NA,"f36c68eb6a",9053.35,0,0
4724798,"F",54,"SE","Gold","B","9",1,13,"ca106ae5db",6000,0,0
4724895,"M",61,"DK","Silver","D","7",1,3,"b279b923e9",20520.14,0,0
4725026,"M",66,"SE","None","B","5",1,8,"2d6475aaf5",0.01,0,0
4725948,"M",37,"DE","Bronze","D","4",1,4,"eace732b2f",2700,0,0
4728114,"F",74,"SE","Gold","A","10",1,5,"c53bcd2075",7000,0,0
4728327,"F",74,"DE","Gold","E","8",1,8,"0d21e25bc4",9042.94,0,0
4730895,"F",34,"SE","None","D","10",1,NA,"1c018e98a0",0.01,1,1
4731328,"M",31,"FI","Bronze","C","8",1,1,"f5645aa9d8",420,0,0
4731530,"M",51,"DK","None","D","10",1,NA,"137269210a",0.01,0,0
4735552,"M",47,"DK","None","F","9",1,NA,"9e82b3ce48",0.01,0,0
4735676,"F",36,"DK","None",NA,"6",1,NA,"83a07e4fbd",0.01,1,1
4736532,"F",58,"SE","Bronze","B","12",1,4,"ef908d8648",4000,0,0
4736990,"F",48,"SE","Bronze","C","3",1,4,"b8215736cb",4200,0,0
4737466,"F",65,"SE","Bronze","C","10",1,NA,"fdd9294aba",1500,0,0
4739264,"M",52,"DK","None","F","8",1,NA,"34bf9fab11",0.01,0,0
4739590,"M",46,"SE","Gold","C",".",1,NA,"7b8edfe6cb",6053.35,0,0
4740122,"M",60,"FI","Silver","C","7",1,NA,"ef24cc13e0",25000,0,0
4747739,"M",63,"DK","None","F","8",1,5,"9aedff5eab",0.01,0,0
4747925,"M",68,"DE","Gold","B","9",1,4,"19ce073365",12132.64,0,0
4748832,"M",68,"SE","Gold","B","11",1,NA,"4705706447",6000,0,0
4748905,"M",72,"DK","Gold","C","7",1,NA,"27a6ef042d",12210.64,0,0
4750276,"M",73,"DE","Bronze","B","1",1,NA,"d7b2921e79",50,0,0
4750934,"M",77,"SE","Gold","D","9",1,NA,"fd509aee92",12000,1,1
4751566,"F",63,"SE","Bronze","D","12",1,NA,"a69649a2df",1500,0,0
4751884,"F",64,"SE","Bronze","E","6",1,NA,"bae0e92511",1500,0,0
4753100,"M",47,"FI","None","F","6",1,4,"3b09a0e77b",0.01,0,0
4753526,"M",63,"DK","None","B","7",1,10,"345cbd0784",0.01,0,0
4755979,"M",76,"FI","Gold","E","6",1,8,"3ff462e24d",10439.25,0,0
4757343,"F",66,"SE","Bronze","D","4",1,NA,"3b4fdedb77",4680,1,1
4757475,"M",29,"DK","Bronze","C","9",1,NA,"43335cd21f",3000,0,0
4758595,"F",47,"SE","None","A","10",1,7,"ba28e352b3",0.01,1,1
4761448,"M",63,"DK","None","D","9",1,NA,"b2ee131fc9",0.01,0,0
4779452,"M",44,"DK","None","E","10",1,5,"290ef1f6e8",0.01,0,0
4789067,"F",62,"SE","Gold","B","11",1,6,"e14b8a5950",6000,0,0
4800346,"F",48,"DK","Gold","F","12",1,NA,"e1b923053e",6053.34,0,0
4800508,"M",44,"DK","Bronze","F","14",1,NA,"95fe40cad4",480.01,1,1
4817710,"M",62,"SE","Gold","C",".",1,NA,"645d38aaaf",6000,0,0
4839900,"F",43,"SE","Gold","B","10",1,21,"caa7e2ca33",12000,0,0
4841816,"M",69,"DK","Gold","C","6",1,4,"95da93458b",10000,0,0
4842723,"F",72,"DK","None","F",".",1,NA,"d6510c8c3c",0.01,0,0
4845722,"F",29,"DK","Bronze","B","8",1,3,"4a773343ab",35,0,0
4846591,"F",65,"DK","Bronze",NA,"14",1,1,"4ea2114e2e",5000,0,0
4855361,"M",47,"SE","None","E","9",1,NA,"b0101ff713",0.01,0,0
4864905,"M",68,"DK","Gold","C","15",1,8,"f350639971",9600,0,0
4869540,"F",77,"SE","Gold","C","13",1,25,"827fcf8ea2",18053.35,0,0
4869966,"F",46,"SE","Bronze","B","5",1,NA,"b8dff477ca",100,0,0
4874129,"F",35,"DK","None","F","16",1,7,"a0eaa9c30b",0.01,1,1
4883047,"F",50,"DE","Bronze","F",".",1,9,"d1af7430d2",300.01,1,1
4893107,"F",50,"DK","Bronze",NA,"11",1,NA,"6d3769aabc",500,0,0
4902289,"F",51,"DK","None","E","8",1,NA,"5cfff2a299",0.01,0,0
4905245,"F",71,"SE","Bronze","A","9",1,8,"bc7c7267eb",3000,0,0
4905423,"F",37,"SE","Bronze","C",".",1,NA,"122b1f535a",100,1,1
4913086,"F",44,"FI","None","E","10",1,NA,"dd2ac601b6",0.01,1,1
4916883,"M",65,"DK","None","B","5",1,NA,"8f7b9d9c61",0.01,0,0
4928369,"M",42,"DK","None","B","12",1,NA,"251d3d3520",0.01,1,1
4960793,"M",57,"SE","Gold","F","5",1,NA,"fe962bd6bc",10000,0,0
4968417,"F",58,"FI","Silver","F",".",1,NA,"c09a5a81d7",32016.6,0,0
4968573,"F",50,"DK","Gold","D","9",1,3,"55ce7c20b0",7500,0,0
5000203,"M",65,"DK","Bronze","C","12",1,8,"a98d4b3a72",600.01,0,0
5002729,"M",34,"DK","Gold","E","19",1,2,"4dc940b3eb",5050,3,1
5006503,"M",-1,"FI","Bronze","D","12",1,NA,"5787c295f9",100,0,0
5039037,"F",62,"DK","None","F","14",1,NA,"2e3c090316",0.01,1,1
5039835,"M",65,"DK","Gold","E","12",1,5,"38c0df1102",6000,0,0
5041996,"F",-1,"DK","Gold","B","9",1,5,"19b6bb2e3d",12000,1,1
5042356,"F",57,"NO","Gold","B","8",1,8,"fff99c235f",9000,2,1
5053374,"M",32,"DK","Bronze","F","4",1,NA,"7e027d6ade",359.85,1,1
5053633,"F",59,"DK","Gold","B","16",1,2,"adc8c67e09",6000,0,0
5058058,"M",-1,"FI","Bronze","B","9",1,5,"3732f36185",1000,0,0
5059259,"F",64,"NO","Bronze","F","4",1,NA,"c951073579",360,0,0
5089751,"M",48,"FI","None","E","6",1,NA,"997c7e1e4b",0.01,0,0
5104769,"M",37,"DK","None","D","9",1,4,"b9957e6aee",0.01,0,0
5115434,"F",55,"DK","None","F","6",1,NA,"a4eb8bc909",0.01,0,0
5120306,"F",40,"SE","None","C","12",1,NA,"6c7eec0e82",0.01,0,0
5120462,"F",34,"SE","Gold","B",".",1,7,"289cb48257",6053.35,0,0
5154715,"M",41,"SE","Bronze","C",".",1,NA,"511ffc21e7",3000,0,0
5178185,"F",55,"DK","Bronze","F","10",1,9,"270cb9948e",2000,0,0
5200016,"M",60,"DK","None","D","8",1,NA,"e51c5ee611",0.01,0,0
5221862,"F",36,"FI","Bronze","D","7",1,NA,"44450244e5",4750,0,0
5229405,"F",46,"SE","Bronze",NA,"7",1,NA,"3f2bf0c56a",2500,0,0
5247799,"F",51,NA,"None","F","10",1,NA,"c38ea0931f",0.01,2,1
5262429,"M",59,"DK","None","F","6",1,NA,"d8379d8cea",0.01,0,0
5273064,"M",34,"SE","Bronze","D","6",1,NA,"86433c3c0f",600,1,1
5274184,"F",42,"SE","Bronze","F","3",1,NA,"5724acebe0",1800,0,0
5312256,"F",34,"FI","Bronze","D","10",1,9,"9091739a94",50,1,1
5328667,"F",75,"SE","Bronze","E","6",1,NA,"a6b0ddb8e2",3000,1,1
5333172,"F",28,"SE","Gold","F","10",1,10,"ff9940c290",9000,1,1
5333296,"F",37,"SE","None","D","7",1,8,"f0ed7e5993",0.01,1,1
5362628,"M",67,"SE","None","C","9",1,NA,"edba96178a",0.01,0,0
5366577,"M",40,"FI","None","D","5",1,NA,"c215551fd5",0.01,0,0
5373972,"F",48,"DK","None","C","8",1,NA,"2d2fe58664",0.01,0,0
5378753,"M",76,"SE","Bronze","B","7",1,NA,"82fe3f1080",1500,0,0
5390273,"M",36,"SE","Bronze","F","9",1,NA,"9301ee2ceb",1000,0,0
5394287,"M",53,"DK","Gold","C","9",1,6,"97d08a158e",6000,0,0
5394686,"M",67,"NO","Gold","A","9",1,1,"24f8974e4b",6000,0,0
5394880,"M",48,"SE","Gold","B","10",1,1,"189e2f1b2f",6500,0,0
5398339,"M",39,"FI","Bronze","E","10",1,5,"d1e22af2b6",0.02,0,0
5406420,"F",64,"FI","Bronze","F","9",1,2,"a3ae12908b",4200,1,1
5410134,"F",76,"SE","Bronze","B","9",1,6,"a21d40f478",2000,0,0
5411394,"M",67,"DK","Silver","E","12",1,NA,"fe82660b75",34000,0,0
5427126,"F",39,"SE","None","F","8",1,NA,"902702d990",0.01,1,1
5430100,"M",54,"SE","Gold","F","8",1,7,"6b7ffbe1f9",12053.35,0,0
5430631,"F",42,"NO","None","D","6",1,NA,"c0eaf0c86d",0.01,0,0
5431387,"F",-1,"DK","Bronze","C","12",1,NA,"8ff7e3c7d4",600,2,1
5431573,"M",60,"DK","Bronze",NA,"10",1,NA,"c94124c981",500,0,0
5431816,"F",57,"SE","None","B","16",1,NA,"d291abc66a",0.01,0,0
5432073,"F",66,"SE","Gold","D","8",1,NA,"18dc2122e0",12000,0,0
5433738,"M",59,"DK","None","D","8",1,5,"b189bae56c",0.01,0,0
5434203,"M",-1,"SE","None","A","6",1,4,"b145ac53d3",0.01,0,0
5434556,"M",73,"DK","Gold","C","12",1,8,"260783753d",13122.49,0,0
5436850,"F",70,"SE","Bronze","C","6",1,NA,"a4c4b234f5",1550,0,0
5437237,"F",43,"DK","Bronze","F","9",1,NA,"94eb77b1a0",50.01,0,0
5439930,"M",74,"DK","Gold","C","3",1,NA,"efc55f7f30",6000,0,0
5440238,"M",72,"DE","None","E",".",1,NA,"1b9eabacce",0.01,0,0
5441544,"F",70,"DK","Silver","C","11",1,NA,"94751e3e9a",20531.94,0,0
5443121,"F",50,"DK","Bronze","D","10",1,NA,"2b56f508d7",2000,0,0
5443512,"F",45,"DK","Bronze","D","8",1,NA,"560ad7b546",100.01,0,0
5450756,"F",59,"DK","Gold",NA,"7",1,NA,"ca58873f39",6000,0,0
5454409,"M",47,"SE","Gold","C","10",1,NA,"a6eab242e6",12000,0,0
5457610,"M",61,"DK","Bronze","B","10",1,2,"73d06d03ba",1432.7,0,0
5460271,"M",48,"DK","Gold","E","7",1,NA,"becae44b0a",6600,0,0
5511186,"F",76,"DK","Bronze","B","6",1,NA,"e296aa8401",3000,1,1
5512522,"M",60,"SE","Bronze","D","6",1,5,"9345c93d83",4000,0,0
5529204,"M",58,"DK","Gold","A","4",1,NA,"3cae986893",6000,0,0
5531659,"F",35,"SE","None","F","9",1,NA,"4d1ab81493",0.01,0,0
5532566,"F",60,"NO","Gold","A","6",1,NA,"0a5aa167ac",12000,0,0
5533643,"M",63,"SE","Gold","C","12",1,17,"433085777c",18035.46,0,0
5534097,"M",72,"SE","Bronze","B","14",1,2,"e31e9c118b",5000,0,0
5537223,"M",62,"FI","Gold","A","11",1,3,"faf82dd494",19416.15,0,0
5538033,"M",69,"SE","Gold","C","11",1,NA,"e296aa8401",12000,0,0
5538149,"M",-1,"DK","Gold","B","10",1,1,"5cc82deabb",7500,0,0
5538440,"F",56,"SE","Bronze","A","6",1,NA,"c3567bf4ff",2000,0,0
5538947,"M",52,"FI","None","B","11",1,8,"9500c724f9",0.01,0,0
5547253,"M",36,"DK","None","F","9",1,NA,"2fe654a9dd",0.01,0,0
5548810,"F",30,"SE","Gold","C","11",1,1,"f72338332b",6000,0,0
5557216,"M",63,"SE","Bronze","F","8",1,NA,"2a0e99e469",1000,0,0
5558212,"M",56,"DK","Gold","F","10",1,4,"45817eba25",6000,0,0
5559588,"F",44,"FI","Bronze","D","5",1,1,"86433c3c0f",1000,0,0
5572401,"M",71,"DK","Bronze","F","4",1,6,"396261caf9",2500,0,0
5572738,"F",30,"SE","Bronze","B","12",1,NA,"6f83455def",10,1,1
5574862,"F",34,"DK","None","F","8",1,5,"831011aed9",0.01,1,1
5575613,"M",-1,"SE","Bronze","D","7",1,4,"3f004df787",1920,0,0
5575915,"F",58,"FI","Gold","F","14",1,9,"76eb25cf92",7515,0,0
5576903,"M",73,"DK","Silver","D","10",1,3,"267db12e40",20655.59,0,0
5577306,"M",54,"SE","Gold","C","7",1,8,"73db919daa",12000,0,0
5585198,"F",41,"NO","Bronze",NA,"14",1,9,"13e36eabd2",50,1,1
5585600,"M",60,"DK","Gold","C","7",1,NA,"e0f4c3a7b5",6000,0,0
5587948,"F",70,"SE","Gold","B","6",1,NA,"470aebbddf",10000,0,0
5588073,"M",54,"FI","Silver","D","5",1,11,"94ffd15a65",29158.67,0,0
5594081,"F",69,"DE","Bronze","C","13",1,9,"c8534986e3",2000,0,0
5597021,"F",76,"FI","Gold","D","7",1,NA,"5246ef8e97",13500,0,0
5597587,"F",45,"SE","None","C","12",1,NA,"ffdeceda78",0.01,0,0
5613264,"M",37,"SE","Bronze","E","7",1,NA,"b7e9b0e49c",420,1,1
5614996,"F",38,"DK","Bronze","C","25",1,4,"7ca72edeff",2000,3,1
5618770,"F",-1,"SE","Gold","E","5",1,NA,"8baa10bfbd",12000,0,0
5618908,"M",38,"SE","None","C","13",1,5,"607adc1dde",0.01,0,0
5618959,"F",69,"DK","Gold","C","9",1,NA,"1849aa5fb8",6000,0,0
5620295,"F",70,"SE","Bronze","B","6",1,24,"f2199dc02c",3000,0,0
5621321,"F",28,"FI","Gold","D","13",1,1,"e6a1226432",8000,1,1
5621534,"F",77,"DK","Bronze","B","9",1,NA,"905b63e397",3000,0,0
5621763,"F",42,"DK","None","F","12",1,NA,"59fedd216f",0.01,1,1
5622905,"F",43,"DK","None","C","8",1,NA,"d48f303bf4",0.01,1,1
5625076,"M",54,"DK","None","F","13",1,NA,"e5f641b8b3",0.01,0,0
5625858,"F",65,"DK","Gold","B","12",1,NA,"98616fd038",6053.35,0,0
5626048,"M",75,"FI","Bronze","E","6",1,NA,"6837a22286",3000,1,1
5626358,"F",21,"NO","Bronze","E","11",1,1,"f68535d878",1000,0,0
5627508,"F",-1,"SE","Bronze","F","11",1,NA,"11f125c6f1",1320,0,0
5627923,"M",71,"SE","Bronze","D","8",1,12,"57cd457429",172.83,0,0
5644801,"F",38,"SE","Bronze","C","27",1,3,"54c347a15b",3397.96,3,1
5645689,"F",69,"SE","None","B","12",1,10,"69f8e604d6",0.01,0,0
5655668,"M",51,"FI","Gold","A","5",1,NA,"3da71ac2a1",12000,0,0
5659426,"M",75,"FI","Bronze","B","8",1,NA,"62df44afb7",2000,0,0
5661447,"F",67,"SE","Gold","E","5",1,4,"1e1140c7ba",12000,0,0
5701112,"F",69,"DK","Bronze","F","8",1,8,"bb66ce5a0e",2610.01,0,0
5726859,"F",44,"DK","None","C","7",1,NA,"25b3b2eaef",0.01,0,0
5728606,"M",56,"FI","Gold","A","8",1,8,"3cde041882",6000,0,0
5729254,"M",45,"SE","None","C","6",1,NA,"2cecab0a38",0.01,0,0
5729580,"F",70,"DK","Bronze","F","7",1,5,"f1b5e9a519",600,0,0
5729726,"F",48,"DK","Bronze","E",".",1,NA,"a9b26fd66f",420.01,0,0
5729793,"F",66,"NO","Gold","F","8",1,NA,"7d2842cab7",6000,0,0
5733693,"F",55,"FI","Gold","F","5",1,NA,"3b38ca19be",20000,1,1
5733871,"M",45,"SE","None","C","8",1,NA,"432b1b747f",0.01,0,0
5735955,"M",60,"DK","Bronze","C","4",1,2,"87890217d0",3000,0,0
5736242,"F",78,"FI","Bronze","F","12",1,NA,"1ca05cc620",500,0,0
